,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
289139,562222,84946,ANTIQUE SILVER T-LIGHT GLASS,288,2011-08-03 14:33:00,1.06,18073.0,United Kingdom
289140,562222,22178,VICTORIAN GLASS HANGING T-LIGHT,192,2011-08-03 14:33:00,1.06,18073.0,United Kingdom
289156,562224,22988,SOLDIERS EGG CUP ,144,2011-08-03 14:35:00,1.06,17306.0,United Kingdom
289158,562224,22616,PACK OF 12 LONDON TISSUES ,432,2011-08-03 14:35:00,0.25,17306.0,United Kingdom
289685,562277,22151,PLACE SETTING WHITE HEART,432,2011-08-04 10:24:00,0.36,17315.0,United Kingdom
289784,562286,71459,HANGING JAM JAR T-LIGHT HOLDER,120,2011-08-04 10:45:00,0.72,15061.0,United Kingdom
289832,562332,20727,LUNCH BAG  BLACK SKULL.,200,2011-08-04 11:44:00,1.45,13791.0,United Kingdom
289951,562343,21703,BAG 125g SWIRLY MARBLES,200,2011-08-04 12:13:00,0.42,17381.0,United Kingdom
289952,562343,22616,PACK OF 12 LONDON TISSUES ,1008,2011-08-04 12:13:00,0.29,17381.0,United Kingdom
289953,562344,16219,HOUSE SHAPE PENCIL SHARPENER,720,2011-08-04 12:14:00,0.21,17381.0,United Kingdom
289954,562345,84926E,FLOWERS TILE COASTER,144,2011-08-04 12:14:00,0.29,13694.0,United Kingdom
289957,562345,85099C,JUMBO  BAG BAROQUE BLACK WHITE,200,2011-08-04 12:14:00,1.79,13694.0,United Kingdom
289961,562345,84992,72 SWEETHEART FAIRY CAKE CASES,120,2011-08-04 12:14:00,0.42,13694.0,United Kingdom
289963,562345,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-08-04 12:14:00,0.42,13694.0,United Kingdom
289964,562345,79191C,RETRO PLASTIC ELEPHANT TRAY,144,2011-08-04 12:14:00,0.63,13694.0,United Kingdom
290075,562348,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-08-04 12:36:00,1.45,17511.0,United Kingdom
290520,562378,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-08-04 15:07:00,1.45,15046.0,United Kingdom
291142,562430,22151,PLACE SETTING WHITE HEART,432,2011-08-04 17:26:00,0.36,18109.0,United Kingdom
291228,562439,21915,RED  HARMONICA IN BOX ,240,2011-08-04 18:06:00,1.06,12931.0,United Kingdom
291229,562439,20972,PINK CREAM FELT CRAFT TRINKET BOX ,288,2011-08-04 18:06:00,1.06,12931.0,United Kingdom
291230,562439,11001,ASSTD DESIGN RACING CAR PEN,384,2011-08-04 18:06:00,1.27,12931.0,United Kingdom
291231,562439,21791,VINTAGE HEADS AND TAILS CARD GAME ,288,2011-08-04 18:06:00,1.06,12931.0,United Kingdom
291232,562439,21481,FAWN BLUE HOT WATER BOTTLE,180,2011-08-04 18:06:00,2.55,12931.0,United Kingdom
291233,562439,20829,GLITTER HANGING BUTTERFLY STRING,270,2011-08-04 18:06:00,1.69,12931.0,United Kingdom
291234,562439,20974,12 PENCILS SMALL TUBE SKULL,480,2011-08-04 18:06:00,0.55,12931.0,United Kingdom
291235,562439,22564,ALPHABET STENCIL CRAFT,432,2011-08-04 18:06:00,1.06,12931.0,United Kingdom
291236,562439,23201,JUMBO BAG ALPHABET,220,2011-08-04 18:06:00,1.79,12931.0,United Kingdom
291237,562439,22992,REVOLVER WOODEN RULER ,432,2011-08-04 18:06:00,1.65,12931.0,United Kingdom
291238,562439,22991,GIRAFFE WOODEN RULER,432,2011-08-04 18:06:00,1.65,12931.0,United Kingdom
291239,562439,21479,WHITE SKULL HOT WATER BOTTLE ,192,2011-08-04 18:06:00,3.39,12931.0,United Kingdom
291240,562439,22493,PAINT YOUR OWN CANVAS SET,360,2011-08-04 18:06:00,1.45,12931.0,United Kingdom
291241,562439,22561,WOODEN SCHOOL COLOURING SET,360,2011-08-04 18:06:00,1.45,12931.0,United Kingdom
291242,562439,23207,LUNCH BAG ALPHABET DESIGN,350,2011-08-04 18:06:00,1.45,12931.0,United Kingdom
291243,562439,23203,JUMBO BAG DOILEY PATTERNS,300,2011-08-04 18:06:00,1.79,12931.0,United Kingdom
291244,562439,22191,IVORY DINER WALL CLOCK,348,2011-08-04 18:06:00,7.65,12931.0,United Kingdom
291245,562439,23215,JINGLE BELL HEART ANTIQUE SILVER,576,2011-08-04 18:06:00,1.79,12931.0,United Kingdom
291246,562439,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,360,2011-08-04 18:06:00,3.39,12931.0,United Kingdom
291247,562439,22197,POPCORN HOLDER,1900,2011-08-04 18:06:00,0.72,12931.0,United Kingdom
291248,562439,21731,RED TOADSTOOL LED NIGHT LIGHT,576,2011-08-04 18:06:00,1.45,12931.0,United Kingdom
291249,562439,84879,ASSORTED COLOUR BIRD ORNAMENT,2880,2011-08-04 18:06:00,1.45,12931.0,United Kingdom
291259,562443,47566,PARTY BUNTING,150,2011-08-04 18:37:00,4.15,17723.0,United Kingdom
291355,562448,23275,SET OF 3 HANGING OWLS OLLIE BEAK,192,2011-08-04 19:22:00,1.04,17428.0,United Kingdom
291516,562457,22047,EMPIRE GIFT WRAP,200,2011-08-05 11:00:00,0.34,18079.0,United Kingdom
291548,562458,22961,JAM MAKING SET PRINTED,384,2011-08-05 11:16:00,1.25,16029.0,United Kingdom
291600,562461,85152,HAND OVER THE CHOCOLATE   SIGN ,157,2011-08-05 11:19:00,1.66,16029.0,United Kingdom
291619,562465,23161,REGENCY CAKE FORK,120,2011-08-05 11:46:00,1.04,13908.0,United Kingdom
291839,562523,23078,ICE CREAM PEN LIP GLOSS ,240,2011-08-05 13:26:00,1.04,16174.0,United Kingdom
291963,562534,22988,SOLDIERS EGG CUP ,144,2011-08-05 14:49:00,1.06,14031.0,United Kingdom
292551,562555,23187,FRENCH STYLE STORAGE JAR BONBONS,144,2011-08-05 16:37:00,0.29,15671.0,United Kingdom
293164,562583,16008,SMALL FOLDING SCISSOR(POINTED EDGE),288,2011-08-07 13:54:00,0.12,15831.0,United Kingdom
293182,562586,22130,PARTY CONE CHRISTMAS DECORATION ,144,2011-08-07 14:33:00,0.72,16066.0,United Kingdom
293237,562587,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-08-07 14:34:00,1.45,15640.0,United Kingdom
293652,562608,75049L,LARGE CIRCULAR MIRROR MOBILE,384,2011-08-08 11:45:00,0.85,15502.0,United Kingdom
293668,562608,22197,POPCORN HOLDER,200,2011-08-08 11:45:00,0.72,15502.0,United Kingdom
293675,562610,21891,TRADITIONAL WOODEN SKIPPING ROPE,432,2011-08-08 11:56:00,1.25,16333.0,United Kingdom
293676,562610,21915,RED  HARMONICA IN BOX ,700,2011-08-08 11:56:00,1.06,16333.0,United Kingdom
293897,562652,85099B,JUMBO BAG RED RETROSPOT,200,2011-08-08 13:34:00,1.79,14844.0,United Kingdom
294872,562722,82581,TOILET METAL SIGN,250,2011-08-08 16:43:00,0.42,13798.0,United Kingdom
294934,562730,23233,WRAP POPPIES  DESIGN,200,2011-08-09 10:16:00,0.34,17554.0,United Kingdom
294943,562730,23232,WRAP VINTAGE LEAF DESIGN,200,2011-08-09 10:16:00,0.34,17554.0,United Kingdom
295644,562807,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,120,2011-08-09 14:57:00,0.42,16053.0,United Kingdom
295645,562807,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,2011-08-09 14:57:00,0.42,16053.0,United Kingdom
295646,562807,84991,60 TEATIME FAIRY CAKE CASES,120,2011-08-09 14:57:00,0.42,16053.0,United Kingdom
295647,562807,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-08-09 14:57:00,0.42,16053.0,United Kingdom
296048,562846,22355,CHARLOTTE BAG SUKI DESIGN,118,2011-08-10 09:29:00,2.46,,United Kingdom
296154,562850,85099B,JUMBO BAG RED RETROSPOT,300,2011-08-10 10:08:00,1.79,14680.0,United Kingdom
296260,562880,23138,SINGLE WIRE HOOK IVORY HEART,250,2011-08-10 10:53:00,1.25,15838.0,United Kingdom
296261,562880,23139,SINGLE WIRE HOOK PINK HEART,250,2011-08-10 10:53:00,1.25,15838.0,United Kingdom
296269,562880,21380,WOODEN HAPPY BIRTHDAY GARLAND,144,2011-08-10 10:53:00,2.55,15838.0,United Kingdom
296285,562880,85099F,JUMBO BAG STRAWBERRY,200,2011-08-10 10:53:00,1.79,15838.0,United Kingdom
296286,562880,85099B,JUMBO BAG RED RETROSPOT,200,2011-08-10 10:53:00,1.79,15838.0,United Kingdom
296485,562908,84978,HANGING HEART JAR T-LIGHT HOLDER,108,2011-08-10 12:48:00,1.06,16839.0,United Kingdom
296537,562917,22197,POPCORN HOLDER,600,2011-08-10 13:43:00,0.72,17949.0,United Kingdom
296604,562926,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,2011-08-10 14:55:00,0.55,17512.0,United Kingdom
297437,562945,79000,,425,2011-08-11 09:35:00,0.0,,United Kingdom
297822,562955,21931,JUMBO STORAGE BAG SUKI,108,2011-08-11 10:14:00,4.13,,United Kingdom
298018,562966,20972,PINK CREAM FELT CRAFT TRINKET BOX ,144,2011-08-11 10:53:00,1.06,16133.0,United Kingdom
298019,562966,20971,PINK BLUE FELT CRAFT TRINKET BOX,144,2011-08-11 10:53:00,1.06,16133.0,United Kingdom
298021,562967,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,2011-08-11 10:54:00,0.55,16422.0,United Kingdom
298301,563015,46000M,POLYESTER FILLER PAD 45x45cm,160,2011-08-11 12:24:00,0.0,,United Kingdom
298302,563015,46000S,POLYESTER FILLER PAD 40x40cm,220,2011-08-11 12:24:00,0.0,,United Kingdom
298351,563016,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,192,2011-08-11 12:44:00,0.29,15358.0,United Kingdom
298796,563038,22998,TRAVEL CARD WALLET KEEP CALM,480,2011-08-11 15:05:00,0.36,16656.0,United Kingdom
298802,563038,84508A,CAMOUFLAGE DESIGN TEDDY,240,2011-08-11 15:05:00,2.1,16656.0,United Kingdom
298804,563060,37340,MULTICOLOUR SPRING FLOWER MUG,144,2011-08-11 15:24:00,0.39,17653.0,United Kingdom
298805,563060,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,144,2011-08-11 15:24:00,0.42,17653.0,United Kingdom
298936,563074,20974,12 PENCILS SMALL TUBE SKULL,480,2011-08-11 15:58:00,0.55,12931.0,United Kingdom
298937,563074,22564,ALPHABET STENCIL CRAFT,432,2011-08-11 15:58:00,1.06,12931.0,United Kingdom
298938,563074,23201,JUMBO BAG ALPHABET,220,2011-08-11 15:58:00,1.79,12931.0,United Kingdom
298939,563074,22992,REVOLVER WOODEN RULER ,432,2011-08-11 15:58:00,1.65,12931.0,United Kingdom
298940,563074,22991,GIRAFFE WOODEN RULER,432,2011-08-11 15:58:00,1.65,12931.0,United Kingdom
298941,563074,21479,WHITE SKULL HOT WATER BOTTLE ,192,2011-08-11 15:58:00,3.39,12931.0,United Kingdom
298942,563074,22493,PAINT YOUR OWN CANVAS SET,360,2011-08-11 15:58:00,1.45,12931.0,United Kingdom
298943,563074,22561,WOODEN SCHOOL COLOURING SET,360,2011-08-11 15:58:00,1.45,12931.0,United Kingdom
298944,563074,23207,LUNCH BAG ALPHABET DESIGN,350,2011-08-11 15:58:00,1.45,12931.0,United Kingdom
298945,563074,23203,JUMBO BAG DOILEY PATTERNS,300,2011-08-11 15:58:00,1.79,12931.0,United Kingdom
298947,563074,23215,JINGLE BELL HEART ANTIQUE SILVER,168,2011-08-11 15:58:00,1.79,12931.0,United Kingdom
298948,563074,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,116,2011-08-11 15:58:00,3.39,12931.0,United Kingdom
298949,563074,22197,POPCORN HOLDER,600,2011-08-11 15:58:00,0.72,12931.0,United Kingdom
298950,563074,21731,RED TOADSTOOL LED NIGHT LIGHT,150,2011-08-11 15:58:00,1.45,12931.0,United Kingdom
298951,563074,84879,ASSORTED COLOUR BIRD ORNAMENT,968,2011-08-11 15:58:00,1.45,12931.0,United Kingdom
299703,563163,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,144,2011-08-12 12:16:00,2.75,16013.0,United Kingdom
299705,563164,23089,GLASS BON BON JAR,144,2011-08-12 12:18:00,1.45,16013.0,United Kingdom
299726,563166,79000,MOROCCAN TEA GLASS,600,2011-08-12 12:37:00,0.65,18092.0,United Kingdom
299839,563173,22659,LUNCH BOX I LOVE LONDON,320,2011-08-12 13:27:00,1.65,17381.0,United Kingdom
300482,563198,75049L,LARGE CIRCULAR MIRROR MOBILE,192,2011-08-14 10:38:00,0.85,15270.0,United Kingdom
300962,563227,23310,BUBBLEGUM RING ASSORTED,180,2011-08-14 15:33:00,0.36,14301.0,United Kingdom
301086,563238,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,144,2011-08-15 09:59:00,0.29,15093.0,United Kingdom
301226,563247,23326,HANGING MINI COLOURED BOTTLES,192,2011-08-15 10:59:00,0.55,13089.0,United Kingdom
302067,563374,62018,SOMBRERO ,200,2011-08-16 10:03:00,1.25,13953.0,United Kingdom
302305,563411,84212,"ASSORTED FLOWER COLOUR ""LEIS""",480,2011-08-16 11:10:00,0.42,16927.0,United Kingdom
302984,563500,22915,ASSORTED BOTTLE TOP  MAGNETS ,120,2011-08-16 17:25:00,0.36,15856.0,United Kingdom
303023,563503,16045,POPART WOODEN PENCILS ASST,200,2011-08-17 09:05:00,0.04,16488.0,United Kingdom
303187,563532,23326,HANGING MINI COLOURED BOTTLES,192,2011-08-17 11:04:00,0.55,17511.0,United Kingdom
303188,563532,23327,HANGING CLEAR MINI BOTTLE,192,2011-08-17 11:04:00,0.55,17511.0,United Kingdom
303189,563532,23296,SET OF 6 TEA TIME BAKING CASES,128,2011-08-17 11:04:00,1.04,17511.0,United Kingdom
303190,563532,23295,SET OF 12 MINI LOAF BAKING CASES,128,2011-08-17 11:04:00,0.72,17511.0,United Kingdom
303202,563532,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,120,2011-08-17 11:04:00,0.42,17511.0,United Kingdom
304082,563561,84946,ANTIQUE SILVER T-LIGHT GLASS,288,2011-08-17 14:02:00,1.06,18073.0,United Kingdom
304090,563561,84946,ANTIQUE SILVER T-LIGHT GLASS,144,2011-08-17 14:02:00,1.06,18073.0,United Kingdom
304098,563563,20969,RED FLORAL FELTCRAFT SHOULDER BAG,288,2011-08-17 14:03:00,3.39,16029.0,United Kingdom
304099,563563,22149,FELTCRAFT 6 FLOWER FRIENDS,400,2011-08-17 14:03:00,1.85,16029.0,United Kingdom
304100,563563,20971,PINK BLUE FELT CRAFT TRINKET BOX,576,2011-08-17 14:03:00,1.06,16029.0,United Kingdom
304101,563563,22147,FELTCRAFT BUTTERFLY HEARTS,400,2011-08-17 14:03:00,1.25,16029.0,United Kingdom
304102,563563,22568,FELTCRAFT CUSHION OWL,240,2011-08-17 14:03:00,3.39,16029.0,United Kingdom
304103,563563,22569,FELTCRAFT CUSHION BUTTERFLY,240,2011-08-17 14:03:00,3.75,16029.0,United Kingdom
304104,563563,22570,FELTCRAFT CUSHION RABBIT,240,2011-08-17 14:03:00,3.39,16029.0,United Kingdom
304105,563563,22273,FELTCRAFT DOLL MOLLY,480,2011-08-17 14:03:00,2.55,16029.0,United Kingdom
304419,563575,21875,KINGS CHOICE MUG,576,2011-08-17 15:05:00,1.06,17949.0,United Kingdom
304420,563575,21069,VINTAGE BILLBOARD TEA MUG,684,2011-08-17 15:05:00,1.06,17949.0,United Kingdom
304421,563575,21871,SAVE THE PLANET MUG,824,2011-08-17 15:05:00,1.06,17949.0,United Kingdom
304627,563588,23298,SPOTTY BUNTING,196,2011-08-17 19:15:00,4.15,17450.0,United Kingdom
304642,563590,22666,RECIPE BOX PANTRY YELLOW DESIGN,124,2011-08-17 20:02:00,3.2,17450.0,United Kingdom
304643,563590,22117,METAL SIGN HER DINNER IS SERVED ,248,2011-08-17 20:02:00,3.2,17450.0,United Kingdom
304644,563590,23286,BLUE VINTAGE SPOT BEAKER,410,2011-08-17 20:02:00,1.08,17450.0,United Kingdom
304645,563590,23288,GREEN VINTAGE SPOT BEAKER,500,2011-08-17 20:02:00,1.08,17450.0,United Kingdom
304646,563590,23285,PINK VINTAGE SPOT BEAKER,500,2011-08-17 20:02:00,1.08,17450.0,United Kingdom
304647,563590,22989,SET 2 PANTRY DESIGN TEA TOWELS,360,2011-08-17 20:02:00,3.28,17450.0,United Kingdom
304648,563590,22993,SET OF 4 PANTRY JELLY MOULDS,236,2011-08-17 20:02:00,1.43,17450.0,United Kingdom
304649,563590,22979,PANTRY WASHING UP BRUSH,168,2011-08-17 20:02:00,1.65,17450.0,United Kingdom
304650,563590,22978,PANTRY ROLLING PIN,180,2011-08-17 20:02:00,4.02,17450.0,United Kingdom
304651,563590,22728,ALARM CLOCK BAKELIKE PINK,222,2011-08-17 20:02:00,4.08,17450.0,United Kingdom
304652,563590,22730,ALARM CLOCK BAKELIKE IVORY,250,2011-08-17 20:02:00,4.08,17450.0,United Kingdom
304653,563590,22969,HOMEMADE JAM SCENTED CANDLES,696,2011-08-17 20:02:00,1.7,17450.0,United Kingdom
304656,563590,22960,JAM MAKING SET WITH JARS,230,2011-08-17 20:02:00,4.6,17450.0,United Kingdom
304657,563590,22722,SET OF 6 SPICE TINS PANTRY DESIGN,210,2011-08-17 20:02:00,4.25,17450.0,United Kingdom
304658,563590,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,152,2011-08-17 20:02:00,5.08,17450.0,United Kingdom
304659,563590,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,352,2011-08-17 20:02:00,5.15,17450.0,United Kingdom
304985,563616,84991,60 TEATIME FAIRY CAKE CASES,480,2011-08-18 09:39:00,0.4,13027.0,United Kingdom
304986,563616,21977,PACK OF 60 PINK PAISLEY CAKE CASES,720,2011-08-18 09:39:00,0.4,13027.0,United Kingdom
304987,563616,21975,PACK OF 60 DINOSAUR CAKE CASES,720,2011-08-18 09:39:00,0.4,13027.0,United Kingdom
304988,563616,21213,PACK OF 72 SKULL CAKE CASES,720,2011-08-18 09:39:00,0.4,13027.0,United Kingdom
304989,563616,21212,PACK OF 72 RETROSPOT CAKE CASES,1200,2011-08-18 09:39:00,0.4,13027.0,United Kingdom
305337,563684,85106,CUT GLASS HEXAGON T-LIGHT HOLDER,504,2011-08-18 12:23:00,1.69,17386.0,United Kingdom
305962,563727,85104,SILVER GLASS T-LIGHT SET,144,2011-08-18 17:04:00,2.55,15797.0,United Kingdom
306326,563747,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-08-19 10:05:00,1.45,13089.0,United Kingdom
306616,563819,20679,EDWARDIAN PARASOL RED,120,2011-08-19 11:56:00,4.95,14062.0,United Kingdom
306618,563821,21650,ASSORTED TUTTI FRUTTI BRACELET,192,2011-08-19 12:06:00,0.19,14533.0,United Kingdom
307060,563902,85099B,JUMBO BAG RED RETROSPOT,200,2011-08-21 11:06:00,1.79,17029.0,United Kingdom
307150,563908,22151,PLACE SETTING WHITE HEART,432,2011-08-21 12:21:00,0.36,18109.0,United Kingdom
307402,563916,84978,HANGING HEART JAR T-LIGHT HOLDER,108,2011-08-21 13:43:00,1.06,13435.0,United Kingdom
307881,563928,23310,BUBBLEGUM RING ASSORTED,108,2011-08-21 15:17:00,0.42,17059.0,United Kingdom
308145,563938,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-08-22 09:21:00,1.45,18144.0,United Kingdom
308669,564046,85123A,WHITE HANGING HEART T-LIGHT HOLDER,400,2011-08-22 12:59:00,2.55,16013.0,United Kingdom
308860,564054,22030,SWALLOWS GREETING CARD,408,2011-08-22 13:55:00,0.36,17857.0,United Kingdom
308861,564054,22727,ALARM CLOCK BAKELIKE RED ,400,2011-08-22 13:55:00,3.39,17857.0,United Kingdom
308862,564054,22728,ALARM CLOCK BAKELIKE PINK,400,2011-08-22 13:55:00,3.39,17857.0,United Kingdom
308864,564054,22726,ALARM CLOCK BAKELIKE GREEN,200,2011-08-22 13:55:00,3.39,17857.0,United Kingdom
309593,564132,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,240,2011-08-23 10:56:00,0.29,12901.0,United Kingdom
309595,564132,22988,SOLDIERS EGG CUP ,360,2011-08-23 10:56:00,1.06,12901.0,United Kingdom
309597,564132,21977,PACK OF 60 PINK PAISLEY CAKE CASES,600,2011-08-23 10:56:00,0.42,12901.0,United Kingdom
309690,564137,90209C,PINK ENAMEL+GLASS HAIR COMB,132,2011-08-23 11:30:00,1.75,15722.0,United Kingdom
309737,564139,17003,BROCADE RING PURSE ,108,2011-08-23 11:41:00,0.29,16904.0,United Kingdom
310058,564164,22616,PACK OF 12 LONDON TISSUES ,300,2011-08-23 13:30:00,0.25,17940.0,United Kingdom
310903,564219,17003,BROCADE RING PURSE ,720,2011-08-24 09:30:00,0.25,16422.0,United Kingdom
310905,564219,22090,PAPER BUNTING RETROSPOT,120,2011-08-24 09:30:00,2.55,16422.0,United Kingdom
311142,564225,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,144,2011-08-24 10:06:00,1.06,17268.0,United Kingdom
311143,564225,23086,ZINC  STAR T-LIGHT HOLDER ,288,2011-08-24 10:06:00,1.04,17268.0,United Kingdom
311174,564228,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,192,2011-08-24 10:20:00,0.29,13743.0,United Kingdom
311182,564230,20724,RED RETROSPOT CHARLOTTE BAG,114,2011-08-24 10:22:00,2.46,,United Kingdom
311216,564230,22355,CHARLOTTE BAG SUKI DESIGN,145,2011-08-24 10:22:00,2.46,,United Kingdom
311288,564248,82580,BATHROOM METAL SIGN,250,2011-08-24 10:37:00,0.42,13798.0,United Kingdom
311391,564272,16014,SMALL CHINESE STYLE SCISSOR,2000,2011-08-24 10:52:00,0.32,16308.0,United Kingdom
311663,564310,22386,JUMBO BAG PINK POLKADOT,200,2011-08-24 12:51:00,1.79,15769.0,United Kingdom
311665,564310,23199,JUMBO BAG APPLES,300,2011-08-24 12:51:00,1.79,15769.0,United Kingdom
311666,564310,85099F,JUMBO BAG STRAWBERRY,300,2011-08-24 12:51:00,1.79,15769.0,United Kingdom
311667,564310,22385,JUMBO BAG SPACEBOY DESIGN,200,2011-08-24 12:51:00,1.79,15769.0,United Kingdom
311668,564310,85099B,JUMBO BAG RED RETROSPOT,200,2011-08-24 12:51:00,1.79,15769.0,United Kingdom
311669,564311,20713,JUMBO BAG OWLS,300,2011-08-24 12:52:00,1.79,15769.0,United Kingdom
311670,564311,23201,JUMBO BAG ALPHABET,200,2011-08-24 12:52:00,1.79,15769.0,United Kingdom
311671,564311,23199,JUMBO BAG APPLES,200,2011-08-24 12:52:00,1.79,15769.0,United Kingdom
311672,564311,85099B,JUMBO BAG RED RETROSPOT,200,2011-08-24 12:52:00,1.79,15769.0,United Kingdom
311674,564312,23201,JUMBO BAG ALPHABET,300,2011-08-24 12:52:00,1.79,15769.0,United Kingdom
311675,564312,23199,JUMBO BAG APPLES,400,2011-08-24 12:52:00,1.79,15769.0,United Kingdom
311676,564312,85099F,JUMBO BAG STRAWBERRY,200,2011-08-24 12:52:00,1.79,15769.0,United Kingdom
311677,564312,22835,HOT WATER BOTTLE I AM SO POORLY,312,2011-08-24 12:52:00,4.25,15769.0,United Kingdom
311678,564312,85099B,JUMBO BAG RED RETROSPOT,300,2011-08-24 12:52:00,1.79,15769.0,United Kingdom
311827,564322,21641,ASSORTED TUTTI FRUTTI KEYRING BALL,120,2011-08-24 13:23:00,0.29,13694.0,United Kingdom
311833,564322,85024B,EAU DE NILE JEWELLED PHOTOFRAME,144,2011-08-24 13:23:00,1.45,13694.0,United Kingdom
311834,564322,85025C,PINK HEART SHAPE PHOTO FRAME,151,2011-08-24 13:23:00,1.45,13694.0,United Kingdom
311835,564322,84818,DANISH ROSE PHOTO FRAME,120,2011-08-24 13:23:00,0.79,13694.0,United Kingdom
311836,564322,85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,144,2011-08-24 13:23:00,1.45,13694.0,United Kingdom
311838,564322,20992,JAZZ HEARTS PURSE NOTEBOOK,288,2011-08-24 13:23:00,0.39,13694.0,United Kingdom
311839,564322,84660A,WHITE STITCHED WALL CLOCK,200,2011-08-24 13:23:00,0.79,13694.0,United Kingdom
311841,564323,20713,JUMBO BAG OWLS,200,2011-08-24 13:24:00,1.75,13694.0,United Kingdom
311842,564323,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,200,2011-08-24 13:24:00,1.75,13694.0,United Kingdom
311852,564324,47504H,ENGLISH ROSE SPIRIT LEVEL ,144,2011-08-24 13:26:00,0.79,13694.0,United Kingdom
311856,564324,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,2011-08-24 13:26:00,0.55,13694.0,United Kingdom
311857,564324,23309,SET OF 60 I LOVE LONDON CAKE CASES ,120,2011-08-24 13:26:00,0.42,13694.0,United Kingdom
311875,564324,47504K,ENGLISH ROSE GARDEN SECATEURS,144,2011-08-24 13:26:00,0.79,13694.0,United Kingdom
311876,564325,84660C,PINK STITCHED WALL CLOCK,120,2011-08-24 13:27:00,0.79,13694.0,United Kingdom
311877,564325,84660B,BLACK STITCHED WALL CLOCK,120,2011-08-24 13:27:00,0.79,13694.0,United Kingdom
311942,564334,10133,COLOURING PENCILS BROWN TUBE,120,2011-08-24 14:19:00,0.42,15812.0,United Kingdom
312346,564351,21915,RED  HARMONICA IN BOX ,240,2011-08-24 14:59:00,1.06,13881.0,United Kingdom
312347,564351,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,2011-08-24 14:59:00,0.42,13881.0,United Kingdom
312841,564375,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-08-25 10:16:00,1.45,13078.0,United Kingdom
313035,564434,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,144,2011-08-25 11:59:00,0.55,14687.0,United Kingdom
313809,564538,84879,ASSORTED COLOUR BIRD ORNAMENT,160,2011-08-25 15:21:00,1.45,13408.0,United Kingdom
314095,564561,23431,NATURAL HANGING QUILTED HEARTS ,576,2011-08-26 09:55:00,0.72,13340.0,United Kingdom
314120,564563,84946,ANTIQUE SILVER T-LIGHT GLASS,144,2011-08-26 10:32:00,1.06,13630.0,United Kingdom
314225,564583,22197,POPCORN HOLDER,600,2011-08-26 11:24:00,0.72,17949.0,United Kingdom
314269,564629,21192,WHITE BELL HONEYCOMB PAPER ,288,2011-08-26 11:48:00,1.45,14866.0,United Kingdom
314369,564633,23084,,400,2011-08-26 12:14:00,0.0,,United Kingdom
315623,564733,20668,DISCO BALL CHRISTMAS DECORATION,144,2011-08-28 13:18:00,0.12,17841.0,United Kingdom
317544,564811,22385,JUMBO BAG SPACEBOY DESIGN,300,2011-08-30 11:37:00,1.79,15769.0,United Kingdom
317550,564814,23084,RABBIT NIGHT LIGHT,120,2011-08-30 11:54:00,1.79,12931.0,United Kingdom
319424,564855,22945,CHRISTMAS METAL TAGS ASSORTED ,144,2011-08-31 09:10:00,0.72,16746.0,United Kingdom
319680,564859,23084,RABBIT NIGHT LIGHT,216,2011-08-31 09:55:00,1.79,14057.0,United Kingdom
319753,564871,21497,FANCY FONTS BIRTHDAY WRAP,1000,2011-08-31 10:46:00,0.34,17949.0,United Kingdom
319803,564898,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,192,2011-08-31 11:25:00,0.72,14513.0,United Kingdom
319817,564902,22178,VICTORIAN GLASS HANGING T-LIGHT,192,2011-08-31 11:50:00,1.06,18198.0,United Kingdom
319898,564917,79000,,245,2011-08-31 12:42:00,0.0,,United Kingdom
319978,564953,17003,BROCADE RING PURSE ,180,2011-08-31 13:37:00,0.29,17588.0,United Kingdom
